Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
01.01.2025 03:00;01.01.2025 03:15;-0,01;22,10;6,61;1,09;1,43;13,10;3,28;13,21;72,87;1,69;1,54;67,85;60,45;-;131,99;94,28;71,49
01.01.2025 03:15;01.01.2025 03:30;-0,01;22,10;6,61;1,09;1,43;13,10;3,28;13,21;72,87;1,69;1,54;67,85;60,45;-;131,99;94,28;71,49
01.01.2025 03:30;01.01.2025 03:45;-0,01;22,10;6,61;1,09;1,43;13,10;3,28;13,21;72,87;1,69;1,54;67,85;60,45;-;131,99;94,28;71,49
01.01.2025 03:45;01.01.2025 04:00;-0,01;22,10;6,61;1,09;1,43;13,10;3,28;13,21;72,87;1,69;1,54;67,85;60,45;-;131,99;94,28;71,49
01.01.2025 04:00;01.01.2025 04:15;-0,01;20,38;2,29;0,47;1,04;5,90;0,68;12,23;77,42;0,09;1,18;62,87;60,01;-;131,99;63,69;68,66
01.01.2025 04:15;01.01.2025 04:30;-0,01;20,38;2,29;0,47;1,04;5,90;0,68;12,23;77,42;0,09;1,18;62,87;60,01;-;131,99;63,69;68,66
01.01.2025 04:30;01.01.2025 04:45;-0,01;20,38;2,29;0,47;1,04;5,90;0,68;12,23;77,42;0,09;1,18;62,87;60,01;-;131,99;63,69;68,66
01.01.2025 04:45;01.01.2025 05:00;-0,01;20,38;2,29;0,47;1,04;5,90;0,68;12,23;77,42;0,09;1,18;62,87;60,01;-;131,99;63,69;68,66
01.01.2025 05:00;01.01.2025 05:15;-0,06;21,71;3,01;0,00;2,28;9,27;0,00;6,73;95,01;1,16;2,38;58,99;60,01;-;131,99;102,26;41,58
01.01.2025 05:15;01.01.2025 05:30;-0,06;21,71;3,01;0,00;2,28;9,27;0,00;6,73;95,01;1,16;2,38;58,99;60,01;-;131,99;102,26;41,58
01.01.2025 05:30;01.01.2025 05:45;-0,06;21,71;3,01;0,00;2,28;9,27;0,00;6,73;95,01;1,16;2,38;58,99;60,01;-;131,99;102,26;41,58
01.01.2025 05:45;01.01.2025 06:00;-0,06;21,71;3,01;0,00;2,28;9,27;0,00;6,73;95,01;1,16;2,38;58,99;60,01;-;131,99;102,26;41,58
01.01.2025 06:00;01.01.2025 06:15;-0,09;21,88;3,52;0,76;1,15;10,04;0,76;15,37;95,08;0,04;1,29;68,57;44,06;-;138,00;99,93;32,45
01.01.2025 06:15;01.01.2025 06:30;-0,09;21,88;3,52;0,76;1,15;10,04;0,76;15,37;95,08;0,04;1,29;68,57;44,06;-;138,00;99,93;32,45
01.01.2025 06:30;01.01.2025 06:45;-0,09;21,88;3,52;0,76;1,15;10,04;0,76;15,37;95,08;0,04;1,29;68,57;44,06;-;138,00;99,93;32,45
01.01.2025 06:45;01.01.2025 07:00;-0,09;21,88;3,52;0,76;1,15;10,04;0,76;15,37;95,08;0,04;1,29;68,57;44,06;-;138,00;99,93;32,45
01.01.2025 07:00;01.01.2025 07:15;-0,01;20,22;2,55;0,79;1,35;7,23;0,79;16,11;101,00;0,08;1,49;74,03;17,00;-;140,15;93,56;30,46
01.01.2025 07:15;01.01.2025 07:30;-0,01;20,22;2,55;0,79;1,35;7,23;0,79;16,11;101,00;0,08;1,49;74,03;17,00;-;140,15;93,56;30,46
01.01.2025 07:30;01.01.2025 07:45;-0,01;20,22;2,55;0,79;1,35;7,23;0,79;16,11;101,00;0,08;1,49;74,03;17,00;-;140,15;93,56;30,46
01.01.2025 07:45;01.01.2025 08:00;-0,01;20,22;2,55;0,79;1,35;7,23;0,79;16,11;101,00;0,08;1,49;74,03;17,00;-;140,15;93,56;30,46
01.01.2025 08:00;01.01.2025 08:15;-0,01;21,24;4,24;1,89;2,26;12,83;1,89;16,55;101,03;-4,94;2,40;76,55;18,94;-;136,62;43,13;26,83
01.01.2025 08:15;01.01.2025 08:30;-0,01;21,24;4,24;1,89;2,26;12,83;1,89;16,55;101,03;-4,94;2,40;76,55;18,94;-;136,62;43,13;26,83
01.01.2025 08:30;01.01.2025 08:45;-0,01;21,24;4,24;1,89;2,26;12,83;1,89;16,55;101,03;-4,94;2,40;76,55;18,94;-;136,62;43,13;26,83
01.01.2025 08:45;01.01.2025 09:00;-0,01;21,24;4,24;1,89;2,26;12,83;1,89;16,55;101,03;-4,94;2,40;76,55;18,94;-;136,62;43,13;26,83
01.01.2025 09:00;01.01.2025 09:15;-0,04;20,66;7,50;2,12;2,54;13,76;7,50;17,95;109,03;-50,26;2,70;88,10;26,27;-;129,82;47,80;44,72
01.01.2025 09:15;01.01.2025 09:30;-0,04;20,66;7,50;2,12;2,54;13,76;7,50;17,95;109,03;-50,26;2,70;88,10;26,27;-;129,82;47,80;44,72
01.01.2025 09:30;01.01.2025 09:45;-0,04;20,66;7,50;2,12;2,54;13,76;7,50;17,95;109,03;-50,26;2,70;88,10;26,27;-;129,82;47,80;44,72
01.01.2025 09:45;01.01.2025 10:00;-0,04;20,66;7,50;2,12;2,54;13,76;7,50;17,95;109,03;-50,26;2,70;88,10;26,27;-;129,82;47,80;44,72
01.01.2025 10:00;01.01.2025 10:15;-0,03;19,99;15,91;3,54;3,54;17,95;27,32;21,06;101,08;-72,99;3,70;85,73;13,00;-;125,57;38,50;34,48
01.01.2025 10:15;01.01.2025 10:30;-0,03;19,99;15,91;3,54;3,54;17,95;27,32;21,06;101,08;-72,99;3,70;85,73;13,00;-;125,57;38,50;34,48
01.01.2025 10:30;01.01.2025 10:45;-0,03;19,99;15,91;3,54;3,54;17,95;27,32;21,06;101,08;-72,99;3,70;85,73;13,00;-;125,57;38,50;34,48
01.01.2025 10:45;01.01.2025 11:00;-0,03;19,99;15,91;3,54;3,54;17,95;27,32;21,06;101,08;-72,99;3,70;85,73;13,00;-;125,57;38,50;34,48
01.01.2025 11:00;01.01.2025 11:15;-0,10;21,98;20,59;3,70;3,70;20,59;37,49;23,54;95,04;-59,57;3,86;75,80;17,00;-;120,22;39,82;36,04
01.01.2025 11:15;01.01.2025 11:30;-0,10;21,98;20,59;3,70;3,70;20,59;37,49;23,54;95,04;-59,57;3,86;75,80;17,00;-;120,22;39,82;36,04
01.01.2025 11:30;01.01.2025 11:45;-0,10;21,98;20,59;3,70;3,70;20,59;37,49;23,54;95,04;-59,57;3,86;75,80;17,00;-;120,22;39,82;36,04
01.01.2025 11:45;01.01.2025 12:00;-0,10;21,98;20,59;3,70;3,70;20,59;37,49;23,54;95,04;-59,57;3,86;75,80;17,00;-;120,22;39,82;36,04
01.01.2025 12:00;01.01.2025 12:15;-0,05;25,67;29,94;3,75;3,75;28,11;60,10;27,12;89,62;-48,26;3,90;70,74;13,62;-;121,00;40,25;40,25
01.01.2025 12:15;01.01.2025 12:30;-0,05;25,67;29,94;3,75;3,75;28,11;60,10;27,12;89,62;-48,26;3,90;70,74;13,62;-;121,00;40,25;40,25
01.01.2025 12:30;01.01.2025 12:45;-0,05;25,67;29,94;3,75;3,75;28,11;60,10;27,12;89,62;-48,26;3,90;70,74;13,62;-;121,00;40,25;40,25
01.01.2025 12:45;01.01.2025 13:00;-0,05;25,67;29,94;3,75;3,75;28,11;60,10;27,12;89,62;-48,26;3,90;70,74;13,62;-;121,00;40,25;40,25
01.01.2025 13:00;01.01.2025 13:15;-0,10;30,38;37,14;3,81;3,81;30,00;63,32;27,20;78,55;-4,94;3,96;68,38;23,00;-;116,68;42,59;55,45
01.01.2025 13:15;01.01.2025 13:30;-0,10;30,38;37,14;3,81;3,81;30,00;63,32;27,20;78,55;-4,94;3,96;68,38;23,00;-;116,68;42,59;55,45
01.01.2025 13:30;01.01.2025 13:45;-0,10;30,38;37,14;3,81;3,81;30,00;63,32;27,20;78,55;-4,94;3,96;68,38;23,00;-;116,68;42,59;55,45
01.01.2025 13:45;01.01.2025 14:00;-0,10;30,38;37,14;3,81;3,81;30,00;63,32;27,20;78,55;-4,94;3,96;68,38;23,00;-;116,68;42,59;55,45
01.01.2025 14:00;01.01.2025 14:15;-1,01;30,17;26,32;5,37;5,37;21,50;47,00;27,11;101,00;0,13;5,50;65,05;27,55;-;122,43;60,75;66,80
01.01.2025 14:15;01.01.2025 14:30;-1,01;30,17;26,32;5,37;5,37;21,50;47,00;27,11;101,00;0,13;5,50;65,05;27,55;-;122,43;60,75;66,80
01.01.2025 14:30;01.01.2025 14:45;-1,01;30,17;26,32;5,37;5,37;21,50;47,00;27,11;101,00;0,13;5,50;65,05;27,55;-;122,43;60,75;66,80
01.01.2025 14:45;01.01.2025 15:00;-1,01;30,17;26,32;5,37;5,37;21,50;47,00;27,11;101,00;0,13;5,50;65,05;27,55;-;122,43;60,75;66,80
01.01.2025 15:00;01.01.2025 15:15;-0,01;38,76;22,10;12,28;12,28;10,68;50,10;27,02;101,01;23,25;12,28;82,71;72,64;-;134,40;80,80;95,56
01.01.2025 15:15;01.01.2025 15:30;-0,01;38,76;22,10;12,28;12,28;10,68;50,10;27,02;101,01;23,25;12,28;82,71;72,64;-;134,40;80,80;95,56
01.01.2025 15:30;01.01.2025 15:45;-0,01;38,76;22,10;12,28;12,28;10,68;50,10;27,02;101,01;23,25;12,28;82,71;72,64;-;134,40;80,80;95,56
01.01.2025 15:45;01.01.2025 16:00;-0,01;38,76;22,10;12,28;12,28;10,68;50,10;27,02;101,01;23,25;12,28;82,71;72,64;-;134,40;80,80;95,56
01.01.2025 16:00;01.01.2025 16:15;-0,01;46,95;19,28;19,72;19,40;20,18;27,64;26,80;104,84;45,19;19,29;104,10;110,00;-;148,34;100,01;130,20
01.01.2025 16:15;01.01.2025 16:30;-0,01;46,95;19,28;19,72;19,40;20,18;27,64;26,80;104,84;45,19;19,29;104,10;110,00;-;148,34;100,01;130,20
01.01.2025 16:30;01.01.2025 16:45;-0,01;46,95;19,28;19,72;19,40;20,18;27,64;26,80;104,84;45,19;19,29;104,10;110,00;-;148,34;100,01;130,20
01.01.2025 16:45;01.01.2025 17:00;-0,01;46,95;19,28;19,72;19,40;20,18;27,64;26,80;104,84;45,19;19,29;104,10;110,00;-;148,34;100,01;130,20
01.01.2025 17:00;01.01.2025 17:15;0,07;56,85;41,92;22,18;21,63;35,72;79,97;26,72;105,04;47,03;21,43;107,30;116,46;-;170,00;109,62;159,62
01.01.2025 17:15;01.01.2025 17:30;0,07;56,85;41,92;22,18;21,63;35,72;79,97;26,72;105,04;47,03;21,43;107,30;116,46;-;170,00;109,62;159,62
01.01.2025 17:30;01.01.2025 17:45;0,07;56,85;41,92;22,18;21,63;35,72;79,97;26,72;105,04;47,03;21,43;107,30;116,46;-;170,00;109,62;159,62
01.01.2025 17:45;01.01.2025 18:00;0,07;56,85;41,92;22,18;21,63;35,72;79,97;26,72;105,04;47,03;21,43;107,30;116,46;-;170,00;109,62;159,62
01.01.2025 18:00;01.01.2025 18:15;1,01;59,59;57,95;17,44;17,03;48,06;95,00;26,10;101,04;41,76;16,88;108,20;125,98;-;174,00;118,92;151,59
01.01.2025 18:15;01.01.2025 18:30;1,01;59,59;57,95;17,44;17,03;48,06;95,00;26,10;101,04;41,76;16,88;108,20;125,98;-;174,00;118,92;151,59
01.01.2025 18:30;01.01.2025 18:45;1,01;59,59;57,95;17,44;17,03;48,06;95,00;26,10;101,04;41,76;16,88;108,20;125,98;-;174,00;118,92;151,59
01.01.2025 18:45;01.01.2025 19:00;1,01;59,59;57,95;17,44;17,03;48,06;95,00;26,10;101,04;41,76;16,88;108,20;125,98;-;174,00;118,92;151,59
01.01.2025 19:00;01.01.2025 19:15;1,48;58,46;59,23;10,20;10,13;50,14;95,00;26,60;101,07;39,38;10,11;106,18;135,00;-;174,00;123,50;158,76
01.01.2025 19:15;01.01.2025 19:30;1,48;58,46;59,23;10,20;10,13;50,14;95,00;26,60;101,07;39,38;10,11;106,18;135,00;-;174,00;123,50;158,76
01.01.2025 19:30;01.01.2025 19:45;1,48;58,46;59,23;10,20;10,13;50,14;95,00;26,60;101,07;39,38;10,11;106,18;135,00;-;174,00;123,50;158,76
01.01.2025 19:45;01.01.2025 20:00;1,48;58,46;59,23;10,20;10,13;50,14;95,00;26,60;101,07;39,38;10,11;106,18;135,00;-;174,00;123,50;158,76
01.01.2025 20:00;01.01.2025 20:15;1,00;53,54;45,86;8,00;8,00;41,50;81,49;26,83;101,05;34,63;8,01;102,83;130,75;-;174,00;123,08;143,95
01.01.2025 20:15;01.01.2025 20:30;1,00;53,54;45,86;8,00;8,00;41,50;81,49;26,83;101,05;34,63;8,01;102,83;130,75;-;174,00;123,08;143,95
01.01.2025 20:30;01.01.2025 20:45;1,00;53,54;45,86;8,00;8,00;41,50;81,49;26,83;101,05;34,63;8,01;102,83;130,75;-;174,00;123,08;143,95
01.01.2025 20:45;01.01.2025 21:00;1,00;53,54;45,86;8,00;8,00;41,50;81,49;26,83;101,05;34,63;8,01;102,83;130,75;-;174,00;123,08;143,95
01.01.2025 21:00;01.01.2025 21:15;0,07;43,57;38,46;6,73;6,73;34,93;68,96;27,02;88,51;13,82;6,76;102,33;85,01;-;163,12;113,59;134,65
01.01.2025 21:15;01.01.2025 21:30;0,07;43,57;38,46;6,73;6,73;34,93;68,96;27,02;88,51;13,82;6,76;102,33;85,01;-;163,12;113,59;134,65
01.01.2025 21:30;01.01.2025 21:45;0,07;43,57;38,46;6,73;6,73;34,93;68,96;27,02;88,51;13,82;6,76;102,33;85,01;-;163,12;113,59;134,65
01.01.2025 21:45;01.01.2025 22:00;0,07;43,57;38,46;6,73;6,73;34,93;68,96;27,02;88,51;13,82;6,76;102,33;85,01;-;163,12;113,59;134,65
01.01.2025 22:00;01.01.2025 22:15;10,05;43,35;32,07;10,05;9,84;34,69;46,37;26,49;101,05;9,71;9,80;103,56;93,24;-;150,00;124,62;86,45
01.01.2025 22:15;01.01.2025 22:30;10,05;43,35;32,07;10,05;9,84;34,69;46,37;26,49;101,05;9,71;9,80;103,56;93,24;-;150,00;124,62;86,45
01.01.2025 22:30;01.01.2025 22:45;10,05;43,35;32,07;10,05;9,84;34,69;46,37;26,49;101,05;9,71;9,80;103,56;93,24;-;150,00;124,62;86,45
01.01.2025 22:45;01.01.2025 23:00;10,05;43,35;32,07;10,05;9,84;34,69;46,37;26,49;101,05;9,71;9,80;103,56;93,24;-;150,00;124,62;86,45
01.01.2025 23:00;01.01.2025 23:15;7,01;37,92;25,49;7,01;7,01;28,04;38,00;25,76;90,99;0,04;7,01;102,74;85,01;-;135,99;90,99;45,45
01.01.2025 23:15;01.01.2025 23:30;7,01;37,92;25,49;7,01;7,01;28,04;38,00;25,76;90,99;0,04;7,01;102,74;85,01;-;135,99;90,99;45,45
01.01.2025 23:30;01.01.2025 23:45;7,01;37,92;25,49;7,01;7,01;28,04;38,00;25,76;90,99;0,04;7,01;102,74;85,01;-;135,99;90,99;45,45
01.01.2025 23:45;02.01.2025 00:00;7,01;37,92;25,49;7,01;7,01;28,04;38,00;25,76;90,99;0,04;7,01;102,74;85,01;-;135,99;90,99;45,45
02.01.2025 00:00;02.01.2025 00:15;2,55;44,78;46,42;2,83;2,84;39,84;101,94;27,11;105,02;-15,12;2,95;108,93;69,86;-;131,00;68,35;58,14
02.01.2025 00:15;02.01.2025 00:30;2,55;44,78;46,42;2,83;2,84;39,84;101,94;27,11;105,02;-15,12;2,95;108,93;69,86;-;131,00;68,35;58,14
02.01.2025 00:30;02.01.2025 00:45;2,55;44,78;46,42;2,83;2,84;39,84;101,94;27,11;105,02;-15,12;2,95;108,93;69,86;-;131,00;68,35;58,14
02.01.2025 00:45;02.01.2025 01:00;2,55;44,78;46,42;2,83;2,84;39,84;101,94;27,11;105,02;-15,12;2,95;108,93;69,86;-;131,00;68,35;58,14
02.01.2025 01:00;02.01.2025 01:15;1,56;48,30;61,27;2,70;2,70;44,10;146,95;26,80;92,94;-8,43;2,82;109,49;50,00;-;126,09;84,57;68,10
02.01.2025 01:15;02.01.2025 01:30;1,56;48,30;61,27;2,70;2,70;44,10;146,95;26,80;92,94;-8,43;2,82;109,49;50,00;-;126,09;84,57;68,10
02.01.2025 01:30;02.01.2025 01:45;1,56;48,30;61,27;2,70;2,70;44,10;146,95;26,80;92,94;-8,43;2,82;109,49;50,00;-;126,09;84,57;68,10
02.01.2025 01:45;02.01.2025 02:00;1,56;48,30;61,27;2,70;2,70;44,10;146,95;26,80;92,94;-8,43;2,82;109,49;50,00;-;126,09;84,57;68,10
02.01.2025 02:00;02.01.2025 02:15;3,45;47,65;62,37;3,57;3,57;44,70;148,44;26,15;95,01;-21,04;3,67;107,70;50,01;-;117,54;81,39;73,04
02.01.2025 02:15;02.01.2025 02:30;3,45;47,65;62,37;3,57;3,57;44,70;148,44;26,15;95,01;-21,04;3,67;107,70;50,01;-;117,54;81,39;73,04
02.01.2025 02:30;02.01.2025 02:45;3,45;47,65;62,37;3,57;3,57;44,70;148,44;26,15;95,01;-21,04;3,67;107,70;50,01;-;117,54;81,39;73,04
02.01.2025 02:45;02.01.2025 03:00;3,45;47,65;62,37;3,57;3,57;44,70;148,44;26,15;95,01;-21,04;3,67;107,70;50,01;-;117,54;81,39;73,04
02.01.2025 03:00;02.01.2025 03:15;7,02;44,80;59,83;7,02;6,89;42,92;138,00;27,38;58,94;-10,56;6,84;107,00;48,58;-;115,78;50,73;47,49
02.01.2025 03:15;02.01.2025 03:30;7,02;44,80;59,83;7,02;6,89;42,92;138,00;27,38;58,94;-10,56;6,84;107,00;48,58;-;115,78;50,73;47,49
02.01.2025 03:30;02.01.2025 03:45;7,02;44,80;59,83;7,02;6,89;42,92;138,00;27,38;58,94;-10,56;6,84;107,00;48,58;-;115,78;50,73;47,49
02.01.2025 03:45;02.01.2025 04:00;7,02;44,80;59,83;7,02;6,89;42,92;138,00;27,38;58,94;-10,56;6,84;107,00;48,58;-;115,78;50,73;47,49
02.01.2025 04:00;02.01.2025 04:15;12,75;43,46;52,61;12,75;12,75;40,15;100,10;29,36;72,46;-10,68;12,29;106,30;50,01;-;117,40;59,02;54,81
02.01.2025 04:15;02.01.2025 04:30;12,75;43,46;52,61;12,75;12,75;40,15;100,10;29,36;72,46;-10,68;12,29;106,30;50,01;-;117,40;59,02;54,81
02.01.2025 04:30;02.01.2025 04:45;12,75;43,46;52,61;12,75;12,75;40,15;100,10;29,36;72,46;-10,68;12,29;106,30;50,01;-;117,40;59,02;54,81
02.01.2025 04:45;02.01.2025 05:00;12,75;43,46;52,61;12,75;12,75;40,15;100,10;29,36;72,46;-10,68;12,29;106,30;50,01;-;117,40;59,02;54,81
02.01.2025 05:00;02.01.2025 05:15;30,07;54,20;61,63;30,07;22,65;52,51;107,47;31,98;93,79;0,05;21,44;106,82;67,79;-;124,87;79,36;75,45
02.01.2025 05:15;02.01.2025 05:30;30,07;54,20;61,63;30,07;22,65;52,51;107,47;31,98;93,79;0,05;21,44;106,82;67,79;-;124,87;79,36;75,45
02.01.2025 05:30;02.01.2025 05:45;30,07;54,20;61,63;30,07;22,65;52,51;107,47;31,98;93,79;0,05;21,44;106,82;67,79;-;124,87;79,36;75,45
02.01.2025 05:45;02.01.2025 06:00;30,07;54,20;61,63;30,07;22,65;52,51;107,47;31,98;93,79;0,05;21,44;106,82;67,79;-;124,87;79,36;75,45
02.01.2025 06:00;02.01.2025 06:15;67,13;80,40;103,55;67,13;50,96;93,30;154,68;37,82;99,04;40,08;39,94;110,95;86,90;-;134,21;107,90;119,02
02.01.2025 06:15;02.01.2025 06:30;67,13;80,40;103,55;67,13;50,96;93,30;154,68;37,82;99,04;40,08;39,94;110,95;86,90;-;134,21;107,90;119,02
02.01.2025 06:30;02.01.2025 06:45;67,13;80,40;103,55;67,13;50,96;93,30;154,68;37,82;99,04;40,08;39,94;110,95;86,90;-;134,21;107,90;119,02
02.01.2025 06:45;02.01.2025 07:00;67,13;80,40;103,55;67,13;50,96;93,30;154,68;37,82;99,04;40,08;39,94;110,95;86,90;-;134,21;107,90;119,02
02.01.2025 07:00;02.01.2025 07:15;98,83;112,16;129,62;98,83;98,83;120,03;174,70;88,61;119,62;93,73;93,41;125,37;91,01;-;155,64;128,31;142,73
02.01.2025 07:15;02.01.2025 07:30;98,83;112,16;129,62;98,83;98,83;120,03;174,70;88,61;119,62;93,73;93,41;125,37;91,01;-;155,64;128,31;142,73
02.01.2025 07:30;02.01.2025 07:45;98,83;112,16;129,62;98,83;98,83;120,03;174,70;88,61;119,62;93,73;93,41;125,37;91,01;-;155,64;128,31;142,73
02.01.2025 07:45;02.01.2025 08:00;98,83;112,16;129,62;98,83;98,83;120,03;174,70;88,61;119,62;93,73;93,41;125,37;91,01;-;155,64;128,31;142,73
02.01.2025 08:00;02.01.2025 08:15;121,53;130,08;142,71;121,53;121,53;135,52;175,07;115,95;130,22;107,61;118,62;132,08;130,00;-;164,01;130,44;130,00
02.01.2025 08:15;02.01.2025 08:30;121,53;130,08;142,71;121,53;121,53;135,52;175,07;115,95;130,22;107,61;118,62;132,08;130,00;-;164,01;130,44;130,00
02.01.2025 08:30;02.01.2025 08:45;121,53;130,08;142,71;121,53;121,53;135,52;175,07;115,95;130,22;107,61;118,62;132,08;130,00;-;164,01;130,44;130,00
02.01.2025 08:45;02.01.2025 09:00;121,53;130,08;142,71;121,53;121,53;135,52;175,07;115,95;130,22;107,61;118,62;132,08;130,00;-;164,01;130,44;130,00
02.01.2025 09:00;02.01.2025 09:15;127,23;132,54;141,40;127,23;127,23;136,48;165,37;119,84;133,58;114,93;124,20;133,40;134,33;-;160,00;133,32;132,71
02.01.2025 09:15;02.01.2025 09:30;127,23;132,54;141,40;127,23;127,23;136,48;165,37;119,84;133,58;114,93;124,20;133,40;134,33;-;160,00;133,32;132,71
02.01.2025 09:30;02.01.2025 09:45;127,23;132,54;141,40;127,23;127,23;136,48;165,37;119,84;133,58;114,93;124,20;133,40;134,33;-;160,00;133,32;132,71
02.01.2025 09:45;02.01.2025 10:00;127,23;132,54;141,40;127,23;127,23;136,48;165,37;119,84;133,58;114,93;124,20;133,40;134,33;-;160,00;133,32;132,71
02.01.2025 10:00;02.01.2025 10:15;126,35;127,09;130,25;124,53;124,53;129,04;136,00;120,84;129,04;119,79;123,32;130,97;129,72;-;142,28;128,94;128,67
02.01.2025 10:15;02.01.2025 10:30;126,35;127,09;130,25;124,53;124,53;129,04;136,00;120,84;129,04;119,79;123,32;130,97;129,72;-;142,28;128,94;128,67
02.01.2025 10:30;02.01.2025 10:45;126,35;127,09;130,25;124,53;124,53;129,04;136,00;120,84;129,04;119,79;123,32;130,97;129,72;-;142,28;128,94;128,67
02.01.2025 10:45;02.01.2025 11:00;126,35;127,09;130,25;124,53;124,53;129,04;136,00;120,84;129,04;119,79;123,32;130,97;129,72;-;142,28;128,94;128,67
02.01.2025 11:00;02.01.2025 11:15;119,97;117,90;130,60;111,58;111,58;125,70;111,93;108,27;123,74;110,47;110,47;127,45;125,06;-;134,21;124,02;123,61
02.01.2025 11:15;02.01.2025 11:30;119,97;117,90;130,60;111,58;111,58;125,70;111,93;108,27;123,74;110,47;110,47;127,45;125,06;-;134,21;124,02;123,61
02.01.2025 11:30;02.01.2025 11:45;119,97;117,90;130,60;111,58;111,58;125,70;111,93;108,27;123,74;110,47;110,47;127,45;125,06;-;134,21;124,02;123,61
02.01.2025 11:45;02.01.2025 12:00;119,97;117,90;130,60;111,58;111,58;125,70;111,93;108,27;123,74;110,47;110,47;127,45;125,06;-;134,21;124,02;123,61
02.01.2025 12:00;02.01.2025 12:15;115,95;112,00;133,89;100,40;100,40;125,72;101,52;97,40;122,97;96,95;100,49;124,81;127,43;-;131,65;123,55;122,86
02.01.2025 12:15;02.01.2025 12:30;115,95;112,00;133,89;100,40;100,40;125,72;101,52;97,40;122,97;96,95;100,49;124,81;127,43;-;131,65;123,55;122,86
02.01.2025 12:30;02.01.2025 12:45;115,95;112,00;133,89;100,40;100,40;125,72;101,52;97,40;122,97;96,95;100,49;124,81;127,43;-;131,65;123,55;122,86
02.01.2025 12:45;02.01.2025 13:00;115,95;112,00;133,89;100,40;100,40;125,72;101,52;97,40;122,97;96,95;100,49;124,81;127,43;-;131,65;123,55;122,86
